,player,w_avg_lnch_spd_wo_risp,w_avg_lnch_spd_w_risp,w_avg_lnch_ang_wo_risp,w_avg_lnch_ang_w_risp,w_avg_est_ba_wo_risp,w_avg_est_ba_w_risp,w_avg_est_woba_wo_risp,w_avg_est_woba_w_risp,w_avg_iso_value_wo_risp,w_avg_iso_value_w_risp,w_avg_hit_distance_wo_risp,w_avg_hit_distance_w_risp,w_avg_lnch_spd_wo_risp_pctl,w_avg_lnch_spd_w_risp_pctl,w_avg_lnch_ang_wo_risp_pctl,w_avg_lnch_ang_w_risp_pctl,w_avg_est_ba_wo_risp_pctl,w_avg_est_ba_w_risp_pctl,w_avg_est_woba_wo_risp_pctl,w_avg_est_woba_w_risp_pctl,w_avg_iso_value_wo_risp_pctl,w_avg_iso_value_w_risp_pctl,w_avg_hit_distance_wo_risp_pctl,w_avg_hit_distance_w_risp_pctl
0,0014c193005b425aaad55358686fb0dd1a4a0755,78.03934426229507,72.20625,2.467213114754097,-0.625,0.2453524590163934,0.17431249999999998,0.26059016393442624,0.1735625,0.09016393442622953,0.09375,113.01639344262296,109.40625,0.1595655806182122,0.11966604823747681,0.2297410192147034,0.18738404452690166,0.19799498746867167,0.1150278293135436,0.2172096908939014,0.11781076066790352,0.32748538011695905,0.37291280148423006,0.2071846282372598,0.2189239332096475
1,003af1e4636109b822c9acfa703cb517c46d89fc,86.47719298245615,87.17142857142859,7.114035087719299,6.649350649350649,0.3258815789473684,0.28555844155844157,0.3530614035087719,0.30583116883116884,0.15350877192982454,0.18181818181818182,150.21052631578948,132.6103896103896,0.4152046783625731,0.5964749536178108,0.34001670843776105,0.32838589981447125,0.6449456975772765,0.3821892393320965,0.5906432748538012,0.40816326530612246,0.4954051796157059,0.6159554730983302,0.4177109440267335,0.3163265306122449
2,0043ac96d4fde6fcfd5a841b8d902661e69a6009,92.09565217391305,82.16000000000001,7.608695652173913,11.866666666666667,0.37530434782608696,0.25193333333333334,0.3779565217391304,0.25660000000000005,0.0,0.13333333333333333,141.91304347826087,106.86666666666666,0.9256474519632414,0.2922077922077922,0.3533834586466165,0.5612244897959183,0.9214703425229741,0.23840445269016697,0.7184628237259816,0.24489795918367346,0.12698412698412698,0.4777365491651206,0.3383458646616541,0.21150278293135436
3,0084c15ee1d82fb5b793e1ff130f46651dd13e17,87.10833333333333,87.92142857142858,11.027777777777777,7.499999999999999,0.31963888888888886,0.23992857142857144,0.3637222222222222,0.3192857142857143,0.16666666666666666,0.07142857142857142,144.47222222222223,113.21428571428571,0.47619047619047616,0.660482374768089,0.5171261487050961,0.3589981447124304,0.5939849624060151,0.2077922077922078,0.6532999164578112,0.47031539888682744,0.529657477025898,0.3320964749536178,0.3583959899749373,0.23376623376623376
4,00e99b6a19161174f9f6520a80783c70236d8403,83.8283924843424,81.89668874172185,14.41127348643006,15.231788079470197,0.28510647181628396,0.25147682119205295,0.2996617954070982,0.25305960264900657,0.2192066805845512,0.2317880794701986,164.32100797601845,150.33774834437085,0.252297410192147,0.28014842300556586,0.6967418546365914,0.7337662337662337,0.3283208020050125,0.23469387755102042,0.3241436925647452,0.23469387755102042,0.6984126984126984,0.7467532467532467,0.6148705096073517,0.48237476808905383
5,00f2af912fbb0f299e177f6ff00fafed7bf79aa5,84.05441176470588,78.55000000000001,6.632352941176469,3.9285714285714293,0.27525,0.38046428571428575,0.30966176470588236,0.4031428571428572,0.27941176470588236,0.17857142857142858,141.0441176470588,128.53571428571433,0.26649958228905596,0.19109461966604824,0.32247284878863824,0.26159554730983303,0.2857142857142857,0.922077922077922,0.36257309941520466,0.8311688311688312,0.8558897243107769,0.6052875695732839,0.3316624895572264,0.2894248608534323
6,00fb2414b8f5bcdec5e0398176d9c76747645772,88.34094707520892,89.35607476635515,9.32033426183844,12.364485981308414,0.3134233983286908,0.32699065420560747,0.3730306406685237,0.37336448598130845,0.21727019498607242,0.19626168224299068,152.87465181058496,166.52336448598132,0.6123642439431913,0.7996289424860853,0.42606516290726815,0.5862708719851577,0.5363408521303258,0.673469387755102,0.6925647451963242,0.7328385899814471,0.6892230576441103,0.6465677179962894,0.45363408521303256,0.6781076066790352
7,01062805175a65bbfb5e2024853137219296e26c,87.49591194968552,85.29104477611942,13.632075471698112,15.562189054726371,0.3055754716981132,0.31202487562189063,0.3251147798742138,0.3297213930348259,0.13050314465408805,0.15422885572139308,164.39392033542975,164.38805970149258,0.5079365079365079,0.44434137291280146,0.6499582289055973,0.75139146567718,0.48203842940685043,0.5658627087198516,0.44611528822055135,0.5315398886827458,0.4252297410192147,0.5301484230055659,0.6157059314954052,0.6539888682745826
8,0110ddbbd4e67bbd0a355dd5561021b075920eb3,54.95,,-29.0,,0.1285,,0.11549999999999999,,0.0,,6.0,,0.028404344193817876,,0.05430242272347535,,0.050960735171261484,,0.04928989139515455,,0.12698412698412698,,0.04803675856307435,
9,011de33d151ba44dc18c0a7129b4df39ed66b8cc,90.82558139534885,86.07666666666667,5.999999999999998,8.566666666666666,0.3276860465116279,0.34906666666666664,0.3965116279069767,0.3683666666666667,0.32558139534883723,0.03333333333333333,141.30232558139537,142.36666666666665,0.8646616541353384,0.5102040816326531,0.30242272347535504,0.4090909090909091,0.6616541353383458,0.8218923933209648,0.7953216374269005,0.7077922077922078,0.9131161236424394,0.2884972170686456,0.33249791144527985,0.39517625231910947
